7.080500000000000682e-02 4.251665999999999457e+01 1.604854088369907217e+01
1.253599999999999992e-01 3.597908999999999935e+01 9.840035693757055668e+00
2.217699999999999949e-01 3.279990999999999701e+01 6.167400922030277677e+00
3.922399999999999776e-01 1.840131999999999834e+01 3.061878391232130792e+00
6.946400000000000352e-01 1.561873000000000111e+01 1.808935230072432399e+00
1.228699999999999903e+00 1.007258999999999993e+01 1.305176235262236029e+00
2.174799999999999844e+00 3.917372999999999994e+00 7.692503649768276386e-01
3.842999999999999972e+00 1.708982999999999919e+00 4.528508099846255130e-01
6.788800000000000168e+00 9.125649999999999595e-01 3.791382210062759217e-01
1.197600000000000087e+01 9.022399999999999309e-01 2.420416942503415547e-01
