#r_mpc dsigma_unblind dsigma_err
0.06650067707314013 93.97672366990912 25.046381789841966
0.11763544306061538 62.7741782036517 17.48375113105806
0.20808957251439084 38.96469627570549 7.0428462713622775
0.36809714030583096 15.936836650240775 4.369359250202198
0.6511402905206131 12.01250392081545 2.5900430276561006
1.1518255142840947 6.574513815827308 1.7628225420083405
2.037505641518615 4.738403154635071 0.9914936573828566
3.6042171212021312 1.793679488413155 0.5212931138323055
6.375629491305088 0.6110133334299497 0.3735166461624121
11.278080660368612 0.5198493672711558 0.23166346798615395
