# r_mpc dsigma dsigma_err
0.06650067707314013 136.72609012687863 12.449107396372977
0.11763544306061538 67.66473055770925 6.828085696274264
0.20808957251439084 52.26852130274058 3.223683544693787
0.36809714030583096 29.753917026824713 2.7638820012325
0.6511402905206131 19.294459764836855 1.3703171477431941
1.1518255142840947 9.832135972497428 0.757391296886079
2.037505641518615 5.125888257642313 0.5355247691111457
3.6042171212021312 2.532933358302234 0.4392057596475159
6.375629491305088 1.4618662475719697 0.29430304948302705
11.278080660368612 0.9865832550679341 0.2704094778657112
