# r_mpc dsigma dsigma_err
0.06650067707314013 129.37999478848752 11.091277257002384
0.11763544306061538 85.32251522226234 6.780331542527843
0.20808957251439084 49.49958005765941 3.4778866558164836
0.36809714030583096 31.815226853286585 2.1841137047663914
0.6511402905206131 17.831817125726566 1.1654222840580706
1.1518255142840947 9.46557662390524 0.6267334613151178
2.037505641518615 4.390359230746136 0.41253680894077616
3.6042171212021312 2.447230090226439 0.37196390176740346
6.375629491305088 1.8484930576235763 0.22936817974296286
11.278080660368612 1.282162421038025 0.18845492777602704
