r_mpc dsigma dsigma_err
0.06650067707314013 105.19179360607214 11.064100495281295
0.11763544306061538 70.76475517042378 7.009281548626596
0.20808957251439084 51.041232731370606 4.340215185464662
0.36809714030583096 25.7760137105178 2.4297579939184297
0.6511402905206131 14.83469270732364 1.5278198490700137
1.1518255142840947 9.799379288217981 0.6969898119209892
2.037505641518615 3.371343769243787 0.409672569699559
3.6042171212021312 2.7086580515283747 0.3430738023549683
6.375629491305088 1.3098680159466767 0.24808211777113606
11.278080660368612 0.9365238394429989 0.2565664701481312
