7.113500000000000378e-02 6.847599999999999909e+01 2.100961258221546757e+01
1.252399999999999902e-01 3.278419999999999845e+01 1.207353886348197847e+01
2.216899999999999982e-01 5.031629999999999825e+01 8.227752450931317796e+00
3.926100000000000145e-01 2.451971999999999952e+01 4.457616949448214960e+00
6.939600000000000213e-01 1.374720799999999876e+01 2.315530489754837884e+00
1.228699999999999903e+00 7.874220000000000219e+00 1.370771385001739118e+00
2.174599999999999866e+00 3.838115999999999861e+00 8.458978546777270457e-01
3.846299999999999830e+00 1.702740999999999838e+00 4.717394794490624155e-01
6.801599999999999646e+00 7.412999999999999590e-01 3.186003394729044480e-01
1.201699999999999946e+01 4.041059999999999652e-01 2.057140848234057517e-01
