6.923397429176507103e+02 3.178836190526265870e+00 2.303052366219034397e+01 -1.850256958858219059e-01 -1.485374730043882430e+00 3.389506011175081213e+00 2.741535357196771105e+00 1.315766063623801996e+00 -2.569976859338977127e-01 4.404252461067379998e-01
3.178836190526265870e+00 3.402097265381295301e+02 -2.146059793587978604e+00 -4.935153646663089866e+00 3.968596564502339330e+00 -3.463525521519988937e-01 2.529266247152894831e-01 3.163830753929067763e-01 2.227647380486443007e-01 -6.710018307029498585e-02
2.303052366219034397e+01 -2.146059793587978604e+00 9.541134820715438991e+01 5.061142161331554590e+00 -1.452935681981416760e+00 -8.566737436480907908e-01 -5.204059726536250929e-01 1.621241264892971656e-01 2.954494850021011088e-01 2.155803046511818311e-01
-1.850256958858219059e-01 -4.935153646663089866e+00 5.061142161331554590e+00 4.294789081696071520e+01 -7.832199847016934058e-01 -1.907379577133362092e-01 5.931845957823967952e-01 2.362942639379901621e-01 -4.425449412683692477e-03 4.504573291372278576e-01
-1.485374730043882430e+00 3.968596564502339330e+00 -1.452935681981416760e+00 -7.832199847016934058e-01 1.229836249367142997e+01 2.041768150504774670e-01 1.060022247348973434e-01 1.083657979583311087e-01 -2.034869527294870528e-01 -1.033074865648971746e-01
3.389506011175081213e+00 -3.463525521519988937e-01 -8.566737436480907908e-01 -1.907379577133362092e-01 2.041768150504774670e-01 3.540683459318867410e+00 -3.525566080048223722e-02 1.029916170592658359e-01 -5.768006110645875623e-02 3.178831692210000448e-02
2.741535357196771105e+00 2.529266247152894831e-01 -5.204059726536250929e-01 5.931845957823967952e-01 1.060022247348973434e-01 -3.525566080048223722e-02 1.354592076892300323e+00 1.519867739629760517e-01 9.666842493696932437e-03 5.912958773656722816e-02
1.315766063623801996e+00 3.163830753929067763e-01 1.621241264892971656e-01 2.362942639379901621e-01 1.083657979583311087e-01 1.029916170592658359e-01 1.519867739629760517e-01 5.800050360564752427e-01 7.290292792690472590e-02 -2.373491825274101283e-02
-2.569976859338977127e-01 2.227647380486443007e-01 2.954494850021011088e-01 -4.425449412683692477e-03 -2.034869527294870528e-01 -5.768006110645875623e-02 9.666842493696932437e-03 7.290292792690472590e-02 2.477763150731003283e-01 3.596157312555041397e-02
4.404252461067379998e-01 -6.710018307029498585e-02 2.155803046511818311e-01 4.504573291372278576e-01 -1.033074865648971746e-01 3.178831692210000448e-02 5.912958773656722816e-02 -2.373491825274101283e-02 3.596157312555041397e-02 1.323251843399737560e-01
