7.080500000000000682e-02 4.251665999999999457e+01 1.610414348442725441e+01
1.253599999999999992e-01 3.597908999999999935e+01 9.816462461363244074e+00
2.217699999999999949e-01 3.279990999999999701e+01 6.151854938630131997e+00
3.922399999999999776e-01 1.840131999999999834e+01 3.058748832727971934e+00
6.946400000000000352e-01 1.561873000000000111e+01 1.803902620507731536e+00
1.228699999999999903e+00 1.007258999999999993e+01 1.302264727317324677e+00
2.174799999999999844e+00 3.917372999999999994e+00 7.735057492542459778e-01
3.842999999999999972e+00 1.708982999999999919e+00 4.539711993984510419e-01
6.788800000000000168e+00 9.125649999999999595e-01 3.815559586026018857e-01
1.197600000000000087e+01 9.022399999999999309e-01 2.431035892751887695e-01
