#r_mpc dsigma_unblind dsigma_err
0.06650067707314013 94.22488792107514 25.184726684272842
0.11763544306061538 62.88650142310529 17.433497833388778
0.20808957251439084 39.306307087450556 7.0113688783267625
0.36809714030583096 15.859339037819563 4.373925428306643
0.6511402905206131 12.20200127402156 2.5835777710754946
1.1518255142840947 6.566764132750386 1.7713644371134682
2.037505641518615 4.702403636655646 0.9865264846229741
3.6042171212021312 1.7631171792789417 0.5215399135629449
6.375629491305088 0.6122491542388269 0.3782045848903284
11.278080660368612 0.5299893371473866 0.23059606203401303
