7.084699999999999331e-02 1.162937000000000012e+02 2.631234962745917016e+01
1.248699999999999949e-01 6.404300000000000637e+01 1.844477504710018323e+01
2.213199999999999890e-01 4.365934000000000026e+01 9.767873269404880432e+00
3.915000000000000147e-01 3.846229999999999905e+01 6.553464031865949835e+00
6.937499999999999778e-01 1.938561000000000334e+01 3.506902122054653237e+00
1.228099999999999969e+00 8.836640000000000938e+00 1.881670390721729813e+00
2.174199999999999910e+00 4.198528000000000482e+00 1.163869441514940872e+00
3.846499999999999808e+00 3.697655999999999832e+00 7.615806169122709690e-01
6.801899999999999835e+00 1.345934999999999881e+00 4.977713481841841703e-01
1.201500000000000057e+01 1.298636000000000124e+00 3.637652874312964912e-01
