7.116599999999999315e-02 6.675600000000000023e+01 2.088298462712083747e+01
1.252399999999999902e-01 3.420420000000000016e+01 1.251500825453099530e+01
2.217099999999999904e-01 5.083129999999999882e+01 8.411098004611144319e+00
3.924699999999999855e-01 2.836571999999999960e+01 4.522265799381497864e+00
6.938199999999999923e-01 1.437720799999999954e+01 2.407965168026300784e+00
1.228699999999999903e+00 8.703019999999998646e+00 1.380940271578104506e+00
2.174799999999999844e+00 3.906415999999999666e+00 8.693154313996632743e-01
3.846000000000000085e+00 1.821140999999999899e+00 4.952277400017268127e-01
6.801199999999999690e+00 7.578399999999999581e-01 3.226434754753544909e-01
1.201800000000000068e+01 4.205959999999999699e-01 2.072411919136210312e-01
