#r_mpc dsigma_unblind dsigma_err
0.06650067707314013 101.75573092290391 25.581880760746294
0.11763544306061538 100.2173188069848 14.350551221878936
0.20808957251439084 58.85755995085703 7.288739157068821
0.36809714030583096 30.132701377711008 4.8755246002393235
0.6511402905206131 21.09369065187055 2.4739301616358667
1.1518255142840947 10.084459276890161 1.4391898707017736
2.037505641518615 5.731103940123306 0.8939570317954607
3.6042171212021312 1.9472331555823368 0.45508201032926027
6.375629491305088 1.6777001422035929 0.3288574898038612
11.278080660368612 0.9821434262637141 0.2700159670289712
