# # <R> [Mpc]	DeltaSigma_t [M_sun / pc^2]	DeltaSigma_t_err [M_sun / pc^2]	DeltaSigma_x [M_sun / pc^2]	DeltaSigma_x_err [M_sun / pc^2
7.038132458941341596e-02 1.153723394741594035e+02 2.145746790908872015e+01 1.346227674030820687e+01 2.548885096364422154e+01
1.251849279600062426e-01 6.820970685999749605e+01 1.051939205954862899e+01 -7.114259968121971589e+00 1.337978205354742478e+01
2.214465772005678457e-01 4.312974652760019723e+01 7.669165772501914446e+00 1.722693221677637609e+00 7.194315903908745646e+00
3.929364201786394450e-01 2.951550010119964540e+01 4.277233163168190799e+00 -3.174143426690308356e+00 4.141851217519193717e+00
6.947108801132823030e-01 1.859036380251872345e+01 2.703436937051085120e+00 -1.375241205192897054e+00 2.493540203986446269e+00
1.229342349453314220e+00 8.144282093567685621e+00 1.456459139786687507e+00 7.345574432594346170e-01 1.291178928009214077e+00
2.175028025373360485e+00 4.849013178510960032e+00 7.711052081366476241e-01 4.870571767001020125e-01 9.499539409167533366e-01
3.845453238089972636e+00 1.756182115738915250e+00 5.952416649581759867e-01 3.658367811249266799e-01 4.708304460005978687e-01
6.800109603526375501e+00 1.574680895717512241e+00 3.847407493365208597e-01 -1.120567710645539207e-03 2.791757505487358904e-01
1.201009028667313849e+01 1.268706268118081626e+00 3.649875702583252890e-01 4.837536051953742616e-02 2.467871050171285552e-01
