6.933447977422340500e+02 7.226634407126348414e+00 3.568105908157207740e+00 1.193661589966732350e+01 -1.230371678589464945e+00 -1.912073994255040654e+00 -2.609224665185838066e-01 8.033759182781972930e-02 1.944252285794751067e+00 -6.565631080572624789e-01
7.226634407126348414e+00 2.180951001202679720e+02 -1.189687860396312580e+01 -3.898282538104684836e+00 -1.952092516243070230e+00 -5.848149521732389999e+00 -1.285042900324989912e+00 5.792776113529332083e-01 -9.771671263526987561e-02 -1.896225225586697406e-03
3.568105908157207740e+00 -1.189687860396312580e+01 6.731863234801609508e+01 6.888122298663758691e+00 1.107898662671458201e+00 -1.629918375173011746e+00 1.054159549524815942e+00 -3.350035715137882897e-01 2.038139809505115640e-01 5.304519658940919785e-02
1.193661589966732350e+01 -3.898282538104684836e+00 6.888122298663758691e+00 1.455773960367397635e+01 -4.799106851402754614e-01 -4.260568723663050172e-01 -4.131191314479428223e-01 3.117826950856950399e-02 2.587049469087780440e-01 1.062189998101686862e-03
-1.230371678589464945e+00 -1.952092516243070230e+00 1.107898662671458201e+00 -4.799106851402754614e-01 5.389167169507476096e+00 -2.502257535222847107e-01 -1.422917040005368672e-01 -2.220450442462178209e-02 -2.314594581617373734e-02 1.496074830368630815e-01
-1.912073994255040654e+00 -5.848149521732389999e+00 -1.629918375173011746e+00 -4.260568723663050172e-01 -2.502257535222847107e-01 3.161873710897618928e+00 4.908141366153996599e-02 3.651373971917579869e-02 -2.383236262283107421e-02 -1.589187848303880990e-01
-2.609224665185838066e-01 -1.285042900324989912e+00 1.054159549524815942e+00 -4.131191314479428223e-01 -1.422917040005368672e-01 4.908141366153996599e-02 8.959174565989806993e-01 -8.370666683583492459e-03 8.520744676031068165e-02 9.070646311622047528e-03
8.033759182781972930e-02 5.792776113529332083e-01 -3.350035715137882897e-01 3.117826950856950399e-02 -2.220450442462178209e-02 3.651373971917579869e-02 -8.370666683583492459e-03 2.612797320371912368e-01 2.901623970145430012e-02 3.827262406656942173e-02
1.944252285794751067e+00 -9.771671263526987561e-02 2.038139809505115640e-01 2.587049469087780440e-01 -2.314594581617373734e-02 -2.383236262283107421e-02 8.520744676031068165e-02 2.901623970145430012e-02 1.907664066202275077e-01 4.068224649532970610e-02
-6.565631080572624789e-01 -1.896225225586697406e-03 5.304519658940919785e-02 1.062189998101686862e-03 1.496074830368630815e-01 -1.589187848303880990e-01 9.070646311622047528e-03 3.827262406656942173e-02 4.068224649532970610e-02 8.963160436068710879e-02
