# r_mpc dsigma dsigma_err
0.06650067707314013 128.8034528268328 12.662641683656183
0.11763544306061538 91.38486263878931 7.039968473473505
0.20808957251439084 51.43502833337648 3.718012945344579
0.36809714030583096 34.33252944866071 2.1907355500648964
0.6511402905206131 19.53743988706371 1.2365230995626477
1.1518255142840947 10.304532961129706 0.7087848280219553
2.037505641518615 4.64519427995992 0.4412551525040455
3.6042171212021312 2.776015993441258 0.42062759296382296
6.375629491305088 1.9518451922050872 0.2330151198100363
11.278080660368612 1.389202094126933 0.19419923092709482
