# r_mpc dsigma dsigma_err
0.06650067707314013 101.39666721704961 10.65098559226223
0.11763544306061538 70.84317078137177 5.524175087153985
0.20808957251439084 51.64914918270794 3.542911611576206
0.36809714030583096 25.979262809040172 2.0105486983466125
0.6511402905206131 15.130988165500863 1.2476131169172748
1.1518255142840947 9.554810313645243 0.5911071582756793
2.037505641518615 3.6807364864945242 0.30889735221943593
3.6042171212021312 2.659309493557161 0.24763922306003727
6.375629491305088 1.5392138047434258 0.20939991147645134
11.278080660368612 1.054792205020497 0.2016744466299559
