7.093000000000000693e-02 8.967137999999999920e+01 2.350276792549072269e+01
1.252999999999999947e-01 3.694322999999999979e+01 1.378116861067286081e+01
2.215699999999999892e-01 3.386939000000000277e+01 7.737387900386684336e+00
3.919400000000000106e-01 2.327456000000000103e+01 4.329944209733150196e+00
6.946299999999999697e-01 1.905809999999999960e+01 2.455734057811935767e+00
1.228599999999999914e+00 8.886350000000000193e+00 1.491178389674370219e+00
2.173500000000000210e+00 4.860477000000000380e+00 1.000019062521370516e+00
3.845800000000000107e+00 1.668708000000000080e+00 5.159743800351652698e-01
6.798300000000000232e+00 1.099605000000000166e+00 4.276119358692497818e-01
1.200300000000000011e+01 4.883000000000000118e-01 3.123900065370050494e-01
