7.091400000000000481e-02 9.025437999999999761e+01 2.360730646916560715e+01
1.252800000000000025e-01 3.654523000000000366e+01 1.399710225356266413e+01
2.215399999999999869e-01 3.355839000000000283e+01 7.681972061059620493e+00
3.919099999999999806e-01 2.455455999999999861e+01 4.482934170528162454e+00
6.945700000000000207e-01 1.983310000000000173e+01 2.441654139889973152e+00
1.228499999999999925e+00 9.055649999999999977e+00 1.513835774707801285e+00
2.173399999999999999e+00 5.032777000000000278e+00 9.858884526146640681e-01
3.845699999999999896e+00 1.745908000000000015e+00 5.149827783535786407e-01
6.798399999999999999e+00 1.212004999999999999e+00 4.356978748315427086e-01
1.200300000000000011e+01 4.940599999999999992e-01 3.136721803924173435e-01
