7.082299999999999707e-02 4.339765999999999480e+01 1.642886190573254979e+01
1.253799999999999915e-01 3.644109000000000265e+01 9.973237280878777256e+00
2.217600000000000127e-01 3.297990999999999673e+01 6.185186409692289722e+00
3.922300000000000231e-01 1.842531999999999925e+01 3.078439385254637450e+00
6.946099999999999497e-01 1.538673000000000002e+01 1.856503991767313622e+00
1.228699999999999903e+00 1.025789000000000151e+01 1.322197879801803033e+00
2.174700000000000077e+00 3.996272999999999964e+00 7.946851567182475762e-01
3.843100000000000183e+00 1.774283000000000055e+00 4.578611257212623631e-01
6.788700000000000401e+00 9.524150000000000116e-01 3.930558038871503346e-01
1.197600000000000087e+01 9.344799999999999773e-01 2.522163555742916730e-01
