# rp  DS  DS_err
1.191575940206659880e+03 -3.863761942010699357e+01 -2.058222306835008553e+01 -2.348349646290019521e+01 3.737392269960799762e+00 4.628433957554725531e+00 3.153950161838092292e+00 1.042950545130524320e+00 -1.000554961025935663e+00 -2.871722692388313791e-01
-3.863761942010699357e+01 2.246726664791547705e+02 -1.094187676334431103e+01 7.236838471860019162e+00 -6.731847031406275050e-01 -1.951296760269922270e+00 1.143108619910212731e+00 -7.594251892567124296e-01 3.208659109737693749e-01 1.442122600978942570e-01
-2.058222306835008553e+01 -1.094187676334431103e+01 6.746962764723316752e+01 -7.328900372296336396e-01 3.925856040724378104e+00 9.083674931626204430e-01 -4.206470683156505741e-01 7.012173076928635007e-01 -2.283562735571842695e-01 -7.864097383042317757e-02
-2.348349646290019521e+01 7.236838471860019162e+00 -7.328900372296336396e-01 2.637872067381632135e+01 -8.585119555346971687e-01 -9.028314242215578211e-01 1.604880306151148239e-01 3.277722818113616432e-01 -2.998823739601820249e-01 4.080539615653142049e-02
3.737392269960799762e+00 -6.731847031406275050e-01 3.925856040724378104e+00 -8.585119555346971687e-01 5.047899964901268355e+00 1.797499886256344603e-01 3.723631728540907071e-01 3.228588708762871740e-01 -6.722019701948751813e-02 -1.409489549155630399e-02
4.628433957554725531e+00 -1.951296760269922270e+00 9.083674931626204430e-01 -9.028314242215578211e-01 1.797499886256344603e-01 1.619572288238004587e+00 1.033840054379472490e-01 7.687275446707893256e-03 4.868128115406294282e-02 6.312233437718220820e-04
3.153950161838092292e+00 1.143108619910212731e+00 -4.206470683156505741e-01 1.604880306151148239e-01 3.723631728540907071e-01 1.033840054379472490e-01 7.942014645408673745e-01 5.927271239962995930e-02 7.144249255951517878e-03 1.303953128641808200e-02
1.042950545130524320e+00 -7.594251892567124296e-01 7.012173076928635007e-01 3.277722818113616432e-01 3.228588708762871740e-01 7.687275446707893256e-03 5.927271239962995930e-02 2.673410353081903112e-01 -1.100497590858969151e-02 9.058488798410365556e-03
-1.000554961025935663e+00 3.208659109737693749e-01 -2.283562735571842695e-01 -2.998823739601820249e-01 -6.722019701948751813e-02 4.868128115406294282e-02 7.144249255951517878e-03 -1.100497590858969151e-02 7.674865232128839920e-02 1.049641795006548903e-02
-2.871722692388313791e-01 1.442122600978942570e-01 -7.864097383042317757e-02 4.080539615653142049e-02 -1.409489549155630399e-02 6.312233437718220820e-04 1.303953128641808200e-02 9.058488798410365556e-03 1.049641795006548903e-02 3.075281084508659987e-02
