# r_mpc dsigma dsigma_err
0.06650067707314013 128.9636738710227 11.19612262555632
0.11763544306061538 84.97841679363407 6.730312090220218
0.20808957251439084 49.36962843611912 3.5348947961009696
0.36809714030583096 31.759904201215857 2.1808152998150887
0.6511402905206131 17.832630021321556 1.1584922619660867
1.1518255142840947 9.438264691682416 0.635836952490957
2.037505641518615 4.40511449476888 0.4114294327139638
3.6042171212021312 2.4356894747597964 0.3734648276376258
6.375629491305088 1.8463436833828941 0.23339579175747724
11.278080660368612 1.2745369136631262 0.18750485400427608
