7.112799999999999678e-02 6.841599999999999682e+01 2.097331097871033379e+01
1.252399999999999902e-01 3.301319999999999766e+01 1.196427905157437088e+01
2.217000000000000082e-01 5.003430000000000177e+01 8.158395420623804739e+00
3.926100000000000145e-01 2.453472000000000008e+01 4.459554070861239339e+00
6.939699999999999758e-01 1.377620799999999868e+01 2.318991660969486723e+00
1.228699999999999903e+00 7.861920000000000464e+00 1.369167306913898097e+00
2.174599999999999866e+00 3.875615999999999950e+00 8.456416757878788548e-01
3.846200000000000063e+00 1.701041000000000025e+00 4.687925400409581611e-01
6.801599999999999646e+00 7.351699999999999902e-01 3.177286340407607934e-01
1.201699999999999946e+01 4.010960000000000081e-01 2.078808949931867933e-01
