#CFHTLenS lensing without borders galaxy-galaxy lensing 
#col1 R (Mpc), col2 DeltaSigma_t(Msun/pc^2), col3 DeltaSigma_x(Msun/pc^2), col4 err_DeltaSigma_t, col5 err_DeltaSigma_x 
0.071628 105.744150 -37.305587 16.203785 15.439046 
0.125570 68.710536 -5.146011 8.443213 8.346574 
0.222338 56.043415 -5.249581 4.914048 4.706154 
0.393293 26.289762 0.352945 2.811703 2.688023 
0.695357 17.705992 -0.200763 1.634536 1.431975 
1.229658 9.487470 0.694993 0.912757 0.850391 
2.175781 4.745476 -0.051942 0.570629 0.489397 
3.846205 2.362466 -0.110426 0.317347 0.276983 
6.798897 1.316461 0.113104 0.197647 0.166667 
12.007760 0.703207 -0.176746 0.136757 0.099963 
