#r_mpc dsigma_unblind dsigma_err
0.06650067707314013 99.6935487951277 25.66854017298708
0.11763544306061538 99.46425984821917 14.40766676075969
0.20808957251439084 58.992635598685325 7.254256631627099
0.36809714030583096 30.07505720925168 4.866737796380529
0.6511402905206131 20.789060146198384 2.4862720534753384
1.1518255142840947 10.037720250769869 1.4207998516749007
2.037505641518615 5.803892415113539 0.8957446465197704
3.6042171212021312 1.9457589927248509 0.4519211172779867
6.375629491305088 1.6541318267236649 0.3266117398202771
11.278080660368612 0.9687661704666581 0.26712109404855106
