# # <R> [Mpc]	DeltaSigma_t [M_sun / pc^2]	DeltaSigma_t_err [M_sun / pc^2]	DeltaSigma_x [M_sun / pc^2]	DeltaSigma_x_err [M_sun / pc^2
7.025147537400083797e-02 1.025888598767374162e+02 3.310131926515938261e+01 6.027453130300445849e+01 3.425334628802276171e+01
1.247563925433803067e-01 8.068711026318243285e+01 2.142420462384404800e+01 3.538212653379308126e+00 1.929985038800686681e+01
2.216762081349855085e-01 3.863327799303462484e+01 9.963249006974491451e+00 -4.999272578436673303e-02 1.137341137525354817e+01
3.923747511617305950e-01 2.736452245400964145e+01 6.211604619212677036e+00 -5.591228153764153497e+00 5.972210969458743968e+00
6.946202929916862612e-01 1.185454280050963938e+01 3.648727120766151355e+00 -2.882451090175032760e-01 3.273435149019930268e+00
1.229791356393716395e+00 1.279879184603482578e+01 2.080498757477276417e+00 -7.765875970694708919e-01 2.225568789900845168e+00
2.173769173946603406e+00 3.757120486249252878e+00 1.229457238031286703e+00 -1.001804544605105374e+00 1.220146974085509317e+00
3.846862164808003914e+00 2.220767011582124528e+00 7.055964014250405425e-01 5.966657629377162264e-01 7.773247164114692742e-01
6.803414571027877500e+00 2.010470448789793529e+00 4.267266026025753889e-01 -1.499165373388278988e-01 4.153558831799339934e-01
1.202010348828963693e+01 1.095371126474501633e+00 3.319805397901663957e-01 -2.983145174310717906e-01 2.751120010655681014e-01
